,countryCode,year,stateProvince,locality,elevation,elevationAccuracy,decimalLatitude,decimalLongitude
43200,FR,2004.0,,,,,47.73712,4.37515
56979,SE,2001.0,Östergötland,"kvarn, Ög",,,58.66453,15.36761
88813,ES,2013.0,Castellon,,,,40.3,-0.39
236821,DK,2022.0,,,,,56.302186,10.486911
16442,BE,2008.0,,Plantations routières et autoroutières,,,50.459118,3.925287
188315,RU,2000.0,Vladimir Oblast,,,,56.2083,38.4167
205827,FR,2007.0,,,747.0,0.0,43.46313,2.84109
96059,GB,1994.0,England,SP08 tetrad E,,,52.498903,-1.986699
57747,SE,1994.0,Skåne,"400m VNV Ebbarp, Sk",,,56.23273,13.03465
1327,FR,2018.0,,,561.0,0.0,44.43473,2.52419
128463,DE,,,MTB 2849: Polßen; Quadrant: 2,,,53.174995,13.958285
19802,SE,1889.0,Södermanland / Uppland,Stockholm,,,59.325706,18.06995
74767,IM,2015.0,Isle of Man,,,,54.142954,-4.588769
59797,SE,2017.0,Västmanland,"Arboga, Vstm",,,59.39147,15.83499
208872,NL,2010.0,Limburg,Schinnen - Wolfhagerbos,,,50.9,5.85
55196,SE,1993.0,Västergötland,"Damm, bete 200 m S om ST ALGUTSTORP, Vg",,,58.26191,13.04078
84346,DE,1987.0,,"n Dürrfeld,Hirtenbach,s Ob.euerheim",,,49.99,10.36
144372,DE,,,MTB 6419: Beerfelden; Quadrant: 4,,,49.524906,8.958138
214473,DE,2021.0,,BRD - MK Iserlohn Sonderhorst,,,51.367743,7.649041
223134,SE,2013.0,Östergötland,"Södra Fjälla 4 NNO 550 m, Ög",,,58.19491,15.63006
6767,GB,1988.0,England,VC28 West Norfolk,,,52.900628,0.659878
215791,SE,1918.0,Östergötland,Brunnby,,,58.48771,15.51372
35852,FR,2006.0,,,,,49.13892,4.94929
157500,DK,2009.0,,Årø SV,,,55.253944,9.730283
131586,DE,,,MTB 1923: Hohenwestedt; Quadrant: 1,,,54.074957,9.541482
58657,SE,2018.0,Skåne,"Fågelsångsdalen, Södra Sandby s:n, Sk",,,55.71553,13.3237
60257,SE,1992.0,Skåne,"300m VNV Lökagården, Sk",,,56.05812,13.06166
117924,FR,2020.0,,,254.01,0.0,48.617845,7.461952
111580,GB,1951.0,England,VC20 Hertfordshire,,,51.692005,-0.077201
121882,SE,2006.0,Södermanland,"Gryt, Stjärnhov - Naten vid badplatsen, Srm",,,59.07727,17.01321
77108,FR,2013.0,,,,,49.09388,1.29934
227173,SE,2008.0,Södermanland,"Borsö, Åsholmen i N delen, Srm",,,58.88681,17.62544
188394,RU,2010.0,Vladimir Oblast,,,,56.4583,38.5833
218860,FR,2017.0,,,,,46.66412,4.22546
132229,DE,2003.0,,"Haselbachtal NW Haselbach, Welzheimer Wald",,,48.8,9.7
111630,GB,1992.0,England,Lords / Fitchs / Mumfords Woods,,,52.012312,0.789757
229925,SE,1997.0,Bohuslän,"Berget, Boh",,,59.05056,11.2462
151702,EE,2015.0,,taime atlase ruut: 05-36,,,59.45,26.083334
135220,FR,2017.0,,,,,48.21301,3.36169
10999,DE,2010.0,,Aufgelassene Weidefläche im Waldgebiet südwestlich Altheimersberg,,,48.92,10.96
11319,DE,1996.0,,Hecke am südlichen Ortsrand von Wolkersdorf,,,49.37,11.04
3804,NL,1994.0,,,,,52.723621,4.65452
173091,FR,2004.0,Lorraine,ROPPEVILLER 57 / LIEDERSCHIEDT 57 / HASPELSCHIEDT 57 / BOUSSEVILLER 57,,,49.09113,7.50956
34336,NO,2009.0,Agder,Ulgjellvatnet,205.0,,58.1481,6.7029
182096,FR,2018.0,,,,,45.91033,2.79736
20839,DE,,,MTB 6033: Hollfeld; Quadrant: 1,,,49.974934,11.208202
8282,BE,2015.0,Antwerp,,,,51.14678,5.13841
186797,FI,2021.0,Varsinais-Suomi,"Rukkijoki - Suksela, Askalan voimalaitoksen lähiympäristö",,,60.507479,22.69038
201156,GB,2008.0,England,Stretton Heath,,,52.688565,-2.926082
7829,NO,2017.0,Buskerud,Kornløkka,,,59.766567,9.985387
22091,SE,1990.0,Uppland,"10J4dNW, Upl",,,59.25211,18.7197
215141,GB,2007.0,England,Kempstone,,,52.695361,0.787985
125274,SE,2019.0,Uppland,"400 m SSO Friends arena, Upl",,,59.37016,17.99918
104540,GB,1978.0,Scotland,W. of Auldearn,,,57.572819,-3.757238
227095,SE,2008.0,Småland,"Apel (Skyddsvärt träd), Sm",,,57.09416,14.90867
135241,FR,2013.0,,,,,45.41448,4.12749
64069,SE,1990.0,Västergötland,"OLSHULT. Strand, betesmark, Vg",,,57.65464,13.16592
194885,DK,2011.0,,,,,56.660775,9.950759
134305,GB,1984.0,England,SU27C,,,51.4691,-1.706264
207167,FR,1961.0,,,,,49.23606,4.44161
66845,DE,1997.0,,Hecken bei Grasleiten,,,47.72,11.12
67577,PL,,,,350.0,,50.3043,16.6632
128311,DE,,,MTB 4407: Bottrop; Quadrant: 3,,,51.524906,6.87473
36236,DE,1980.0,,"s Eichenhausen - Steinernes Holz, Rödelmairer Haid",,,50.32,10.3
22197,SE,1995.0,Uppland,"Simpnäs, Malaises udde (omkring Storstugan), Upl",,,59.88498,19.05885
124194,SE,1995.0,Skåne,"Blinkarps fälad, Sk",,,55.99284,13.24262
56442,SE,1976.0,Östergötland,"Kråkeryd, Ög",,,58.20259,14.60257
103623,RU,,City of Saint Petersburg,Sosnovka Park,,,60.0228,30.3516
229328,SE,1991.0,Gotland,"Däpps-Härstajn-Mölner, Gtl",,,57.36488,18.2234
122112,BE,2018.0,Limburg,,,,51.28612,5.48709
157089,DE,1997.0,,"Biot.72 Breitenbach, Feuchtwiese u. Hohlweg an d. Str. sw. Breitenbach",,,50.29,9.81
46783,FR,2017.0,,,,,43.84932,-1.28053
36099,DE,1945.0,,,,,48.82,10.87
73913,GB,2001.0,England,West Ham Park 17617/001,,,51.539757,0.019482
3277,DE,2017.0,,TK25 Blatt 5014/3 - Siegen (Nord) / Buschhütten,,,50.900875,8.039529
6828,GB,1988.0,England,VC28 West Norfolk,,,52.859876,0.865382
184178,SE,2014.0,Skåne,"söder om väg, mittemot gård, Sk",,,55.95122,13.70172
101411,DK,2015.0,,,,,56.070666,10.210499
176378,SE,1990.0,Uppland,"12J0bNE, Upl",,,59.97221,18.64839
23121,GB,2019.0,England,Sheldon Copse,,,50.67327,-3.646532
204884,GB,1984.0,England,Shropshire,,,52.874041,-2.759166
95373,NL,2022.0,Overijssel,Zwolle - Zuid,,,52.45,6.1
133158,DE,,,MTB 3429: Wesendorf; Quadrant: 2,,,52.574954,10.624848
175061,DE,2013.0,,Streuobstbestand nordöstlich von Gundremmingen,,,48.52,10.37
234586,IT,1978.0,,San giovanni,,,44.607749,7.819813
95545,FR,2010.0,,,640.5,3.5,45.44405,6.10282
223367,SE,1987.0,Halland,"Lilla Nabben m omg., Hl",,,56.44379,13.15393
147857,BE,2014.0,West Flanders,,,,51.14337,3.36869
2814,GB,2004.0,Wales,,,,52.71817,-3.852044
146728,GB,1988.0,England,,,,51.874059,-2.052245
191794,SE,2016.0,Blekinge,"Eriksbergs NR Dragsö, Bl",,,56.16099,15.02916
158856,SE,2003.0,Östergötland,"Norrängen, Ög",,,58.00118,15.8724
201312,GB,1980.0,England,The Stiperstones,,,52.589691,-2.923995
160919,BE,2000.0,,,,,50.93565,3.96354
120304,GB,2012.0,England,"High Cross, Bampton",,,50.992197,-3.504614
106104,BE,2011.0,,,,,51.16721,3.5469
176449,SE,2001.0,Östergötland,"Landsnäs, Ög",,,58.00717,15.31732
7093,GB,2006.0,England,,,,52.326935,1.300515
129555,GB,2005.0,England,,,,53.376082,-2.94845
64990,SE,2008.0,Småland,"Aplar (Skyddsvärt träd), Sm",,,56.76979,16.27075
150818,GB,1964.0,England,,,,53.789239,-2.988106
74396,FR,2002.0,,,,,47.98522,2.79893
61205,SE,2018.0,Uppland,"Bälinge, Upl",,,59.94688,17.52092
76597,ES,,Lu,"Cervantes, Queirogal",400.0,0.0,42.8188316,-7.0713187
98128,FR,1988.0,,Les Forts,,,47.48469,0.92952
67208,PL,1998.0,,Trzebieszowice,380.0,,50.3423,16.7737
221127,SE,2008.0,Östergötland,"Finntorp m omgivning, Ög",,,58.89734,15.93649
219029,BE,2011.0,Hainaut,,,,49.97809,4.16973
126974,SE,2008.0,Småland,"Vagnhester, Sm",,,57.44288,15.26745
179356,DE,2015.0,,NSG Mittelberg & umliegende Feldflur,,,48.743965,8.877811
126471,SE,2008.0,Öland,"500 NV Olofstorp, Öl",,,56.36457,16.43206
58324,SE,1984.0,Västergötland,"KLÄMMESTORP, Rydal, Vg",,,57.55323,12.69697
40114,PT,2014.0,Bragança,,152.0,,41.216858,-7.423448
13103,IM,1992.0,Isle of Man,A both sides of road,,,54.177033,-4.571742
84683,DE,1986.0,,"Walchenfeld,Baunach,Eichig",,,50.17,10.57
73571,GB,2006.0,England,Beverley Brook and Back Green 21150/001,,,51.38433,-0.240594
162152,DK,2018.0,,,,,56.579391,9.801944
147230,SI,1995.0,,,900.0,0.0,46.59964,14.911842
88786,FR,1998.0,,Odénas,470.0,110.0,46.1053,4.65072
205269,GB,2010.0,England,Mickley,,,52.888567,-2.57364
34169,NO,2008.0,Rogaland,"Vikadalen, Lysefjorden",,,58.9427,6.1263
45494,FR,2008.0,,Pont de Vals (Vers le),320.0,5.0,44.6683,4.35626
129092,DE,,,MTB 1741: Ahrenshagen; Quadrant: 4,,,54.224986,12.624906
131089,NL,1985.0,,,,,51.684311,4.02065
659,FI,1969.0,Kymenlaakso,Sydänkylä. Kansakoulun ruutu,,,60.513512,27.442911
218968,BE,2019.0,Namur,,,,50.15287,5.11292
101157,FR,2013.0,,,,,47.66978,-0.26567
37995,SE,1988.0,Gotland,"Ale-Alby-Råsstomt-Klintskog, Gtl",,,57.81492,18.99411
131151,DE,,,MTB 5323: Schlitz; Quadrant: 2,,,50.674931,9.624822
61665,SE,1993.0,Småland,"Vrm 6, Virum, Sm",,,57.55189,16.49087
33639,IM,1996.0,Isle of Man,A underlined records,,,54.102913,-4.752257
73421,GB,2004.0,England,South Side 05668/003,,,51.491163,-0.010094
205472,DK,1998.0,,,,,55.17634,10.226266
12321,SE,1990.0,Uppland,"11H9dSE, Upl",,,59.92977,17.03473
212561,FR,2009.0,,,,,43.52823,6.15404
223084,SE,1978.0,Östergötland,"Mittpunkt i kartblad 8G3e, Ög",,,58.33026,16.18923
221199,SE,2014.0,Östergötland,"Tjällmo sn, Brasket 120m OSO, Ög",,,58.68739,15.4048
85034,FR,1997.0,,,,,44.60288,5.1744
108709,GB,2016.0,England,Copredy,,,52.114789,-1.307745
132068,RU,2020.0,Nizhegorod,,,,56.2558,43.8767
43259,DE,,,gesamter Quadrant,,,54.4484,13.5816
210393,DK,2018.0,,,,,56.909302,9.582704
107549,FR,2010.0,France métropolitaine,,,,47.32393,-1.35561
95668,GB,1950.0,Scotland,VC78 Peeblesshire,,,55.780819,-3.356797
54170,SE,1988.0,Södermanland,"Stäks gård, Srm",,,58.78146,17.37972
7134,GB,2012.0,England,Meldon Dam,,,50.705381,-4.033591
7124,GB,2003.0,England,5020general,,,51.880785,-1.267761
224830,SE,1997.0,Skåne,"100m SSV skola, Sk",,,55.84973,13.65132
157692,DK,2008.0,,Købelev Hede,,,54.923783,11.081905
10552,FR,2012.0,,,,,45.22811,3.12838
48988,FR,2002.0,,,,,48.43002,1.12175
51854,DK,2022.0,,,,,55.596261,11.929599
224617,SE,2008.0,Värmland,"Esbjörbyn 4, Vrm",,,59.27542,12.55943
156588,SE,2018.0,Östergötland,"Vist ristipp N, Sturefors, Ög",,,58.33047,15.73188
122446,SE,1999.0,Skåne,"400m O Bäckagården, Sk",,,56.27878,13.12661
233569,FR,2015.0,,,,,46.12886,2.96025
50067,SE,2012.0,Södermanland,"Lotsängsbackens NR i SÖ delen, Srm",,,58.87086,17.55102
220917,SE,1995.0,Östergötland,"Årstorp, Ög",,,58.20938,14.86883
118070,FR,2021.0,,,233.88,0.0,43.802115,3.695314
64482,SE,1991.0,Skåne,"100m V 9:2, Sk",,,55.59981,14.09663
133854,GB,1990.0,England,Woodland and Heath S of Bakers Wood,,,51.947889,-0.66649
233767,FR,2013.0,,,,,47.58331,3.37614
172322,DE,,,MTB 2443: Möllenhagen; Quadrant: 1,,,53.574992,12.874914
45776,NO,1993.0,Vestfold og Telemark,Stavernsøya.,,,58.9908,10.0528
77690,FR,2010.0,,,,,47.90994,7.53296
99924,DE,1996.0,,"Feldgehölz und Hecken im ""Kuppellohfeld"" nördlich Ettenkofen",,,48.72,12.12
228971,SE,2011.0,Småland,"Halland, Sm",,,57.00928,13.14498
14770,DE,2021.0,,,418.65,0.0,48.719871,11.500487
216659,FR,1986.0,,,,,46.30043,-0.83415
161766,GB,1984.0,England,Purdown,,,51.486131,-2.555862
5015,FR,1998.0,,SAVIGNE-SOUS-LE-LUDE,,,47.6219,0.071399
5251,FR,2003.0,,COLOMBIER-EN-BRIONNAIS,,,46.3524,4.33916
7490,NO,2015.0,Viken,Drammen: Åssiden: Kastanjeveien,,,59.7623,10.1482
108305,BE,1966.0,,Grand-Heid,,,50.36212,5.725245
68818,FR,2009.0,,,,,44.49738,-0.31263
156094,FI,2000.0,Pirkanmaa,"Luopioinen, Kangastarha",,,61.412391,24.833805
59569,SE,1987.0,Småland,"1 Skogslyckan 100 m SV, Sm",,,57.18654,15.34464
187031,CZ,2008.0,,"Bukovinka: rozcestí Malá Říčka asi 2,72 km J od kostela v Bukovince; 49°16'2.98"" s.š., 16°48'38.78"" v.d.",,,49.2675,16.81083
75480,LV,2022.0,Riga,,,,57.813698,24.33671
135039,FR,2016.0,,,,,49.28203,5.80104
231230,GB,2014.0,England,,,,53.972715,-2.291148
72637,GB,2007.0,England,Water Inlet 32500/007,,,51.663517,-0.015551
45559,FR,2009.0,,Homme (Au N.E. de l'),397.5,17.5,45.06904,4.68369
81596,DE,1981.0,,,,,50.02,10.55
108621,GB,1981.0,England,Picket Wood and Clanger Wood SSSI,,,51.288146,-2.179915
221774,SE,1990.0,Uppland,"11I4jNW, Upl",,,59.70784,18.40375
5292,FR,1990.0,,Couches,,,46.8645,4.57711
79121,GB,1985.0,England,Wapley,,,51.513699,-2.412092
4313,DE,,,MTB 3917: Bielefeld; Quadrant: 2,,,52.074931,8.624786
6184,GB,1996.0,England,,,,52.167788,1.200955
11562,DE,1991.0,,,,,50.07,9.62
119856,GB,1997.0,England,Mill Green: old orchard,,,51.773562,-0.202016
222756,SE,2008.0,Södermanland,"Eknäs 850 m v, Srm",,,58.90239,16.25019
152213,PT,2002.0,Região Autónoma dos Açores,,,,38.5912,-28.67929
209470,FR,1994.0,,,,,47.88482,-4.33914
38600,FR,2013.0,,,,,45.73376,2.80161
7869,NO,2017.0,Hordaland,"Brotet sør, Moster",,,59.678644,5.334315
15729,DK,2007.0,,Klitten,,,57.578883,10.02706
47887,NL,1980.0,,,,,52.100995,4.32905
123735,SE,2011.0,Småland,"Fifflaryd 1:32, Sm",,,57.29524,13.6706
161751,GB,2017.0,England,Shepperdine,,,51.662064,-2.552592
131998,RU,2020.0,Tatarstan,,,,55.7723,52.9147
105511,AT,1938.0,,Bisamberg; Osthang,,,48.32111,16.3825
158727,DE,2014.0,,Felder um Dirmstein,,,49.577217,8.231163
223352,SE,2002.0,Östergötland,"Gangelholmen, Ög",,,58.39311,16.88917
55248,SE,1980.0,Södermanland,"09H3isv, Srm",,,58.75892,17.38198
152149,SE,2022.0,Gotland,"Valartomten, Valar, Gtl",,,57.02989,18.21961
117352,BA,2020.0,,,560.0,0.0,43.85,18.3475
103732,RU,,Penza Oblast,"Tamalinsky District, #1",,,52.5134,43.137
181250,GB,2011.0,England,VC65 North-west Yorkshire,,,54.543754,-1.96287
222570,SE,2019.0,Skåne,"Öved socken, Sk",,,55.668,13.668
77257,FR,2010.0,,,,,47.27873,4.56012
141508,DE,1983.0,,"Dietrichsgrab,Wendbachgrund",,,50.04,10.61
219197,DE,2016.0,,um Oberweilnbach,,,48.59,12.51
104068,BE,1997.0,,,,,51.06206,4.19068
222607,SE,2008.0,Småland,"Sjölunda, Asssjö 2;7, Sm",,,57.80822,14.96721
14899,LU,2020.0,,,300.32,0.0,49.609534,6.164818
206779,LU,1994.0,,,,,49.9569,5.84807
226508,SE,1980.0,Södermanland,"10G5csv, Srm",,,59.30701,16.00274
124273,SE,2004.0,Uppland,"Vikskobbarna (Lillskärgården), Upl",,,59.54018,19.03641
82172,DE,1984.0,,,,,50.29,10.4
51929,BE,1988.0,,,,,51.07703,3.50569
98824,FR,2005.0,,,,,47.43701,1.60683
58673,SE,2020.0,Östergötland,"Rybacken 420 m VNV, Ög",,,58.47464,16.82329
123773,SE,1997.0,Bohuslän,"80 m V om Platsekilen, mellan gångstigen och berget, Fåraby, Boh",,,58.74836,11.17727
19033,SE,2012.0,Östergötland,"Ekenäs södra huset 760 m ONO, Ög",,,58.23114,15.03234
39084,SE,1982.0,Halland,"Rösäng, Hl",,,57.19187,12.28826
121035,SE,2008.0,Östergötland,"Tägnetorp, Ög",,,58.81867,16.21173
127446,SE,1988.0,Västergötland,"TOKABO. Kulturmarker, Vg",,,57.32009,12.90436
102728,DK,2002.0,,,,,56.00642,9.270412
48990,FR,1997.0,,,,,47.07711,1.35434
71380,EE,2016.0,,taime atlase ruut: 13-33,,,58.65,25.583333
56570,SE,2013.0,Södermanland,"V:A Husby 100 m sv, Srm",,,59.42454,16.94551
134250,GB,2013.0,England,The Village Windsor Great Park,,,51.443453,-0.625186
38416,FR,2015.0,,,,,43.50403,2.63537
232780,GB,1968.0,England,VC23 Oxfordshire,,,52.047235,-1.286917
177965,DE,,,MTB 2420: Ebersdorf; Quadrant: 2,,,53.574947,9.124797
71345,EE,2014.0,,taime atlase ruut: 17-12,,,58.25,22.083333
45937,SE,1990.0,Gotland,"Lillegårdstomt-Ekegården-Eke kyrka, Gtl",,,57.16423,18.37563
59610,SE,1978.0,Östergötland,"Mittpunkt i kartblad 8H7b, Ög",,,58.50661,16.79155
125122,SE,2001.0,Östergötland,"Enshult, Ög",,,58.13428,15.24177
171215,FR,1996.0,,SAINT-MARCEL,,,46.6136,1.5234
55185,SE,1984.0,Småland,"L1.1 Hemrike 300 m VSV, Sm",,,58.04933,14.73238
174118,GB,1982.0,Scotland,Carrington,,,55.832849,-3.095171
170568,DE,2014.0,,nördl. Loitersdorf LKR DGF,,,48.56,12.51
13442,NL,2021.0,Drenthe,Anderen - Holtstukken,,,53.0,6.65
68937,FR,2010.0,,,,,45.98567,4.40436
185498,FI,2017.0,Varsinais-Suomi,Samppalinna,,,60.444482,22.267442
206477,DK,2022.0,,,,,55.988758,12.245414
12252,SE,1989.0,Västergötland,"Torrbacke 500 m S om BACKOR, Vg",,,58.22355,13.66174
143252,DE,,,MTB 4943: Geringswalde; Quadrant: 1,,,51.07496,12.874921
202610,GB,1984.0,England,ST87P,,,51.514235,-2.210347
96786,GB,2004.0,England,,,,52.33675,-2.280276
169997,RU,2012.0,Vladimir Oblast,Meshchera National Park,,,55.48,40.63
86564,GB,1986.0,England,"Alveston, Stroud Common",,,51.586478,-2.536158
3140,ES,1970.0,Huesca,"Huesca, Castiello de Jaca, cerca del puente de Torrijos, naturalizada o quizá espontánea.",820.0,0.0,42.61,-0.54
39640,FR,2005.0,,,,,47.26287,5.15013
60747,SE,1920.0,Bohuslän,"HARESTAD: KANEHALL, V OM, Boh",,,57.8335,11.87252
61652,SE,1999.0,Östergötland,"Stavlösa, Ög",,,58.41383,14.95655
56256,SE,1993.0,Västergötland,"Strand m m vid BADPL., S om DRÄNGSERED, Vg",,,57.81619,12.37297
51901,BE,2001.0,,,,,51.31698,3.18562
14133,BE,1999.0,,,,,51.03375,3.77736
198659,GB,2010.0,Scotland,Culbin Forest,,,57.632203,-3.684735
37602,FR,2011.0,,,,,47.09324,5.55415
66188,DE,2020.0,,Freiburg-St. Georgen südlich der Andreas-Hofer-Straße,,,47.975227,7.811973
201146,GB,2008.0,England,Wrockwardine,,,52.699867,-2.556363
62019,SE,2000.0,Uppland,"Sörentorp, Ulriksdals begravningsplats, Upl",,,59.3919,18.00274
17512,DE,2006.0,,Streuobstbestand östlich Rauhen,,,47.77,10.29
38184,SE,2001.0,Östergötland,"Eklunda, Ög",,,58.48388,15.85791
190048,DE,2021.0,,,340.47,0.0,49.320945,6.640045
130308,SE,1984.0,Gotland,"Fjälängar, Gtl",,,57.39247,18.62452
209877,FR,1894.0,,,,,47.25576,1.82449
146304,RU,2021.0,Komi,,,,61.696497,50.811391
139942,CH,2018.0,,"Bern, Elfenau",,,46.933235,7.465914
40226,PT,2013.0,Bragança,,415.0,,41.312988,-7.346039
58179,SE,1991.0,Västergötland,"Gatuvändplan 400 m NNO om SLÄTTHULT, Vg",,,58.25776,12.25532
19985,NL,1973.0,,,,,52.971681,6.55227
223193,SE,1987.0,Närke,"Bettorp, N om krematoriet, Nrk",,,59.30677,15.2268
40173,PT,2014.0,Bragança,,173.0,,41.342856,-7.287276
22211,SE,1990.0,Uppland,"11H2jSW, Upl",,,59.61026,17.51025
13840,GB,1980.0,England,Broncroft,,,52.474523,-2.671296
222144,SE,1987.0,Gotland,"Åänge och mot N, Gtl",,,57.60308,18.44
227817,SE,2005.0,Småland,"Araby ridklubb, Sm",,,56.90752,14.77556
92911,SE,1994.0,Västergötland,"GÄRÅN vid vägen Säi-Härkila, Vg",,,57.56008,12.43893
156408,NL,1937.0,,,,,51.378562,3.388415
70951,NO,2022.0,Viken,"Munken, Moss, Vi",,,59.502973,10.647147
13337,RU,2022.0,Moskva,,,,55.17158,37.595129
59280,SE,1980.0,Södermanland,"09G9jsv, Srm",,,59.03536,16.61078
171216,FR,2007.0,,Douchy,,,47.9455,3.05332
220728,SE,2008.0,Västergötland,"Martinatorpet och hällarna invid, Naglarp, Vg",,,58.07764,13.47189
121457,SE,2019.0,Östergötland,"Blommedal 200 m NV, Ög",,,58.4407,15.12505
4702,DE,,,MTB 5128: Ruhla; Quadrant: 3,,,50.824934,10.374846
125409,SE,1919.0,Östergötland,"Båsberg, Ög",,,58.74064,15.08056
95199,RU,2019.0,Tula,,,,53.991447,37.144089
47003,SE,1994.0,Gotland,"Grogarnsberget-Vassmunds-Stora Hamre, Gtl",,,57.43148,18.87738
88473,FR,2009.0,,,,,47.86704,2.82297
21326,SE,2018.0,Södermanland,"Brännkärr 300 m ssv, Srm",,,58.88143,16.25529
191503,GB,2011.0,England,Chapscroft Wood,,,51.463474,-2.186362
86197,GB,1994.0,England,Hilton,,,54.492165,-1.275925
16775,FR,2011.0,,,,,47.80544,3.65441
125170,SE,1995.0,Västergötland,"Vägkant 400 m SO om KLOCKARÄNGEN, Vg",,,58.29775,12.57728
67848,SE,1981.0,Närke,"Vässle 2550/5950, Nrk",,,58.91142,14.86716
1778,GB,2014.0,England,,,,53.899026,-2.716755
3314,DE,2018.0,,Schurenbachhalde - Essen,,,51.512909,7.018762
204922,GB,1984.0,England,Shropshire,,,52.430925,-2.361767
38666,FR,2018.0,,,,,44.67296,2.59116
125762,SE,1991.0,Gotland,"Lindvide 3:2 med omgivningar, Gtl",,,57.23532,18.41371
97032,FR,1986.0,,,,,49.3322,2.24349
208162,NO,2022.0,Agder,"Harvelandsneset S 1, Arendal, Ag",,,58.541394,8.821402
122119,BE,2014.0,Limburg,,,,50.99678,5.65108
184965,FR,2020.0,,,,,44.73053,-0.0705
105336,FR,2004.0,,MERRY-SEC,,,47.6523,3.48544
94295,SE,2011.0,Skåne,600 m VSV Östra Kalhult,,,56.39288,14.02877
5806,CH,2003.0,Tg,,477.0,19.0,47.50362,8.93189
86732,DE,1984.0,,Gehölzreihen entlang der Böschungen der Lehmgruben in der Landshuter Straße.,,,48.87,12.54
3129,FR,1999.0,,,1135.5,0.5,45.70849,6.31061
18232,FI,2001.0,Varsinais-Suomi,"Särkisalo, Hästö, Hästholmen, Ranmarina",,,60.131561,23.02798
192176,SE,1999.0,Uppland,"1000 m NO om Varpsundsbron, Rosendal, Upl",,,59.63805,17.51343
72448,NL,1983.0,,,,,52.007961,6.01006
22918,SE,1990.0,Uppland,"12H7jSW, Upl",,,60.28313,17.54514
95824,BE,1986.0,,,,,49.73575,5.83937
146843,GB,1987.0,England,,,,51.766151,-2.081101
120728,DE,2018.0,,Großerlach - Freizeitzentrum u. Obstwiesen,,,49.055801,9.518452
185964,FI,2017.0,Varsinais-Suomi,Itäkeskus,,,60.437886,22.35591
200678,GB,2013.0,England,Lower Sandhurst Road Moor Green,,,51.356065,-0.826843
85852,GB,2017.0,England,The Village Windsor Great Park,,,51.441395,-0.623004
156007,FI,1988.0,Etelä-Savo,(Ent. Pieksämäen mlk),,,62.291013,27.102693
65376,BE,1999.0,,,,,51.01841,3.00793
16246,NO,1968.0,Rogaland,"Førre, bunnvegetasjon i askeskog; Beitemark",0.0,0.0,59.21149,6.42862
49372,GB,1986.0,England,VC28 West Norfolk,,,52.522808,0.666471
7080,GB,1988.0,England,VC28 West Norfolk,,,52.782328,0.296744
176372,SE,2014.0,Östergötland,"Gråbo/Hultet, Ög",,,58.2999,15.7105
13787,GB,1978.0,England,Enchmarsh,,,52.564066,-2.731672
228427,SE,2017.0,Skåne,"Simris strandäng, Sk",,,55.52965,14.35071
66320,DE,2014.0,,Dentlein,,,49.147083,10.422715
3957,NO,2005.0,Vest-Agder,,15.0,15.0,58.074247,7.905992
220554,GB,2004.0,England,"Hedge 8552 (BRERC code), sodbury, central grid reference",,,51.537661,-2.377561
102743,DK,2009.0,,,,,54.959515,9.452581
191874,SE,1989.0,Blekinge,"Skomakartorpet vid Tostekärret, Bl",,,56.42774,14.99254
22554,SE,2005.0,Bohuslän,"Strax S om Backetjärnet, Klätta, Boh",,,58.77216,11.20145
79179,GB,1989.0,England,Corporation Wood,,,51.549202,-2.527787
107321,SE,2012.0,Västmanland,"Lingonbacken, Vstm",,,59.68164,16.82811
107045,DE,2018.0,,Oelsen W: zwischen Breitenau und Hartmannsbach. Steinrücken,,,50.92472,14.04167
54712,SE,2008.0,Småland,"Aplar (Skyddsvärt träd), Sm",,,56.64795,16.21112
78856,FR,2019.0,,,91.0,0.0,43.52784,-0.459257
63210,SE,1999.0,Östergötland,"Herrestad, Ög",,,58.3904,14.81437
114083,NO,2020.0,Vestland,"Nordra Eidevika, Bømlo, Ve",,,59.720892,5.267604
93658,DE,2010.0,,,,,49.69,9.63
13812,GB,2003.0,England,Old Mill Wood,,,52.487455,-3.055132
84318,DE,2012.0,,am Friedhof Goldkronach,,,50.01,11.69
193876,SE,2016.0,Östergötland,"Göteryd 150 m NV, Ög",,,58.16122,14.90712
15323,DK,1997.0,,Sjælsø,,,55.858437,12.434497
47983,FR,2001.0,,,,,50.04766,4.18561
18263,AX,2006.0,Ahvenanmaa,"Boda, vid Byttbölevägen 500-700 m N om Mellangård",,,60.193705,19.812791
64100,SE,2000.0,Östergötland,"Äpplerum, Ög",,,57.90115,15.79294
135225,FR,2019.0,,,,,47.43491,-0.89642
37052,FI,1999.0,Uusimaa,Nummi-Pusula,,,60.396613,23.867207
106796,FR,2008.0,,Magnant,,,48.1744,4.41949
23219,GB,2016.0,England,"Killingan Wood edge, Sedlescombe",,,50.942969,0.535938
89536,GB,1989.0,Scotland,NO12 (SW quadrant),,,56.386646,-3.41876
190473,AX,1947.0,Ahvenanmaa,Näversholma lehtoniitty,,,60.027056,20.41623
